date,rank,pool,project,chain,tvl,tvl_raw,apy,base_apy,reward_apy,base_apy_7d,il_7d,avg_30d,inception_apy,top_10_pct,total_pool,total_borrowed,avail_liquidity,supply_cap_util,collateral_exposure
2026-06-08,98,GAMISUSDC,gami labs,Base,$2.77m,2770069,2.8595,2.8595,,1.63168,,3.00832,,,2770069,,,,
2026-06-08,99,USDT0,aave v3,Polygon,$12.49m,12489771,2.76052,2.76052,,,,2.96405,,,12489771,,,,
2026-06-08,100,USDC,woofi earn,Arbitrum,$708.9k,708872,2.64657,2.64657,0,,,2.48047,,,708872,,,,
2026-06-08,101,USDC,Revert Lend,Base,$2.34m,2342829.704546,3.580518174470293,3.580518174470293,,,,,,,2342829.704546,,1048317.474442,,
2026-06-08,102,baseUSD,Tokemak,Base,$6.82m,6817365.091694,6.242848368514298,6.242848368514298,,,,,,,6817365.091694,,,,
2026-06-08,103,ottoUSD,Tokemak,Base,$496,496.391608,8.783485026191084,8.783485026191084,,,,,,,496.391608,,,,
2026-06-08,104,40 Acres,Harvest Finance,Base,$7.67m,7673395.170707,6.345907848170929,6.345907848170929,,,,,,,7673395.170707,,,,
2026-06-08,105,USDC,AlphaGrowth,Base,$546.2k,546204.945088,6.413600571654565,6.413600571654565,,,,,,,546204.945088,,126666.186478,,
2026-06-08,106,yoVaultUSD,Yo,Base,$12.44m,12444955.348367,3.892756658198282,3.892756658198282,,,,,,,12444955.348367,,,,
2026-06-08,107,ymvOG-USDC,Morpho,Base,$2.08m,2081148.6151512794,4.349,4.349,,,,,,,2081148.6151512794,,2081148.62,0.18,"{""superOETHb"":0.47,""YFI"":0.23,""cbLTC"":0.85,""cbXRP"":89.47,""cbDOGE"":5.62,""cbBTC"":3.35}"
2026-06-08,108,CSBORUSDC,Morpho,Base,$539,538.9264605830352,3.8549,3.8549,,,,,,,538.9264605830352,,538.93,0,"{""cbBTC"":43.03,""WETH"":56.97}"
2026-06-09,1,EURC-USDC,aerodrome slipstream,Base,$2.89m,2886386,29.23883,23.51083,5.72799,22.43372,,25.70291,,,2886386,,,,
2026-06-09,2,USDC,gains network,Arbitrum,$5.62m,5616357,20.65307,20.65307,,,,8.1711,,,5616357,,,,
2026-06-09,3,USDC,sprinter,Base,$2.96m,2963259,16.65825,16.65825,,,,16.65825,,,2963259,,,,
2026-06-09,4,APXUSD,pendle,Base,$3.33m,3333797,13.35656,13.35656,,,,13.31824,,,3333797,,,,
2026-06-09,5,SUSDAI,pendle,Arbitrum,$8.22m,8218600,10.20873,10.20873,,,,9.68905,,,8218600,,,,
2026-06-09,6,MIM-USDC,beefy,Arbitrum,$1.30m,1297139,10.15045,10.15045,,,,12.19672,,,1297139,,,,
2026-06-09,7,SUSDAI,pendle,Arbitrum,$11.60m,11599539,9.8567,9.8567,,,,9.6017,,,11599539,,,,
2026-06-09,8,ALUSD-USDC,stake dao,Arbitrum,$628.8k,628839,9.65024,0.09,9.56024,,,8.26069,,,628839,,,,
2026-06-09,9,ALUSD-USDC,curve dex,Arbitrum,$633.4k,633429,9.51607,0.04,9.47607,,,8.22426,,,633429,,,,
2026-06-09,10,USDC,yieldseeker,Base,$1.97m,1973455,9.32104,9.32104,,,,9.16535,,,1973455,,,,
2026-06-09,11,USDC.E,symbiosis,Polygon,$505.5k,505530,9.1914,9.1914,,,,6.14369,,,505530,,,,
2026-06-09,12,ZVUSDC,zircuit finance,Base,$1.50m,1502522,9.11628,9.11628,,,,8.71644,,,1502522,,,,
2026-06-09,13,USDT,zerobase cedefi,Arbitrum,$7.62m,7622734,9,7,2,,,9,,,7622734,,,,
2026-06-09,14,USDC,zerobase cedefi,Arbitrum,$787.0k,787043,9,7,2,,,9,,,787043,,,,
2026-06-09,15,MIM-USDT0,beefy,Arbitrum,$1.01m,1010208,8.50472,8.50472,,,,10.29484,,,1010208,,,,
2026-06-09,16,SUSDAI,pendle,Arbitrum,$8.22m,8218600,8.49276,8.3576,0.13516,,,7.99634,,,8218600,,,,
2026-06-09,17,MSUSD-USDC,extra finance leverage farming,Base,$984.5k,984473,8.4288,8.4288,,,,7.52161,,,984473,,,,
2026-06-09,18,SUSDAI,pendle,Arbitrum,$11.60m,11599539,8.42071,8.24355,0.17716,,,8.11467,,,11599539,,,,
2026-06-09,19,USDC,autofinance,Base,$6.60m,6602183,8.0963,5.548,2.5483,,,8.212,,,6602183,,,,
2026-06-09,20,USDC,avantis,Base,$36.69m,36689059,8.07778,8.07778,,,,10.51213,,,36689059,,36684441.781599,,
2026-06-09,21,MSUSD-USDC,aerodrome v1,Base,$7.93m,7934555,8.03141,8.03141,8.03141,,,7.85908,,,7934555,,,,
2026-06-09,22,SUSDAI,usd ai,Arbitrum,$289.59m,289585571,8,8,,,,7.27246,,,289585571,,,,
2026-06-09,23,USDC,euler v2,Base,$1.11m,1105274,7.78904,0,7.78904,,,2.68226,,,1105274,,,,
2026-06-09,24,USDC,autofinance,Arbitrum,$800.1k,800093,7.69309,5.6575,2.03559,,,7.4776,,,800093,,,,
2026-06-09,25,USDC,deltaprime,Arbitrum,$666.8k,666756,7.57052,7.57052,,,,8.31013,,,666756,,,,
2026-06-09,26,MSUSD-USDC,beefy,Base,$650.4k,650359,7.55041,7.55041,,,,7.35195,,,650359,,,,
2026-06-09,27,USDAI,pendle,Arbitrum,$35.30m,35301593,7.29289,7.29289,,,,6.87578,,,35301593,,,,
2026-06-09,28,USDC,harvest finance,Base,$1.86m,1863218,6.87,6.87,,,,9.33992,,,1863218,,,,
2026-06-09,29,SUPERUSDC,superform,Base,$2.82m,2822682,6.52964,4.10683,2.42281,,,9.40961,,,2822682,,,,
2026-06-09,30,USDC,extra finance leverage farming,Base,$3.64m,3636432,6.3191,6.3191,,,,6.35047,,,3636432,,,,
2026-06-09,31,USDC,gains network,Base,$2.19m,2190372,6.27569,6.27569,,,,3.59998,,,2190372,,,,
2026-06-09,32,APXUSD,pendle,Base,$3.33m,3333797,6.22181,5.97368,0.24813,,,6.54332,,,3333797,,,,
2026-06-09,33,USDC,fluid lending,Arbitrum,$37.28m,37283682,6,6,,,,5.62229,,,37283682,,,,
2026-06-09,34,USDC,fluid lending,Base,$9.60m,9601547,5.34,5.34,,,,5.42912,,,9601547,,1.89873,,
2026-06-09,35,USDC,harmonix finance,Arbitrum,$631.1k,631111,5.23954,5.23954,0,,,5.64433,,,631111,,,,
2026-06-09,36,USDC-USDT,uniswap v3,Arbitrum,$2.47m,2474810,5.22727,5.22727,,7.47767,,4.83127,,,2474810,,,,
2026-06-09,37,USDC,moonwell lending,Base,$1.60m,1598855,5.20209,4.11843,1.08366,,,6.61644,,,1598855,,,,
2026-06-09,38,USDC,harvest finance,Base,$924.6k,924644,5.15,5.15,,,,5.16447,,,924644,,,,
2026-06-09,39,MWUSDC,morpho blue,Base,$72.0k,71950.00024515981,5.7569,5.7569,0.93202,,,5.40949,,,71950.00024515981,,14818.75,3.43,"{""stkWELL"":90.78,""MAMO"":0,""WELL"":9.22}"
2026-06-09,40,BITGETUSDC,morpho blue,Arbitrum,$8.08m,8078489,5.11497,5.11497,0,,,3.68921,,,8078489,,,,
2026-06-09,41,USDC,fusion by ipor,Base,$924.6k,924560,5.10494,5.10494,0,,,5.18919,,,924560,,,,
2026-06-09,42,BBQUSDC,morpho blue,Arbitrum,$3.80m,3797939.9439943773,4.6062,4.6062,0,,,4.46783,,,3797939.9439943773,,2688354.68,0,"{""cbDOGE"":11.42,""cbADA"":4.5,""PT-USDai-18JUN2026-(ARB)"":12.61,""cbLTC"":10.1,""cbXRP"":28.93,""cbBTC"":4.67,""WETH"":1.33,""cbETH"":7.38,""SOL"":17.89,""AERO"":0.69,""LBTC"":0.04,""deSPXA"":0.43,""cUSDO"":0,""JitoSOL"":0,""wsrUSD"":0}"
2026-06-09,43,DTUSDC,lagoon,Base,$650.2k,650241,4.83639,4.83639,,,,5.83254,,,650241,,,,
2026-06-09,44,HYPERUSDCA,morpho blue,Arbitrum,$697.9k,697934,4.65185,4.65185,0,,,4.38553,,,697934,,,,
2026-06-09,45,USDC,ample,Base,$4.33m,4325813,4.63926,4.63926,,,,4.78181,,,4325813,,,,
2026-06-09,46,USDC,arcadia v2,Base,$699.3k,699284,4.62699,4.62699,,,,7.82526,,,699284,,,,
2026-06-09,47,BBQUSDC,morpho blue,Base,$3.80m,3797939.9439943773,4.6062,4.6062,0,,,5.70234,,,3797939.9439943773,,2688354.68,0,"{""cbDOGE"":11.42,""cbADA"":4.5,""PT-USDai-18JUN2026-(ARB)"":12.61,""cbLTC"":10.1,""cbXRP"":28.93,""cbBTC"":4.67,""WETH"":1.33,""cbETH"":7.38,""SOL"":17.89,""AERO"":0.69,""LBTC"":0.04,""deSPXA"":0.43,""cUSDO"":0,""JitoSOL"":0,""wsrUSD"":0}"
2026-06-09,48,GTUSDCF,morpho blue,Base,$149.1k,149098.93570864713,3.9739,3.9739,0,,,5.3468,,,149098.93570864713,,149098.94,0,"{""SOL"":0.04,""cbBTC"":0.01,""cbETH"":99.95}"
2026-06-09,49,BBQUSDC,morpho blue,Base,$3.80m,3797939.9439943773,4.6062,4.6062,0,,,5.68399,,,3797939.9439943773,,2688354.68,0,"{""cbDOGE"":11.42,""cbADA"":4.5,""PT-USDai-18JUN2026-(ARB)"":12.61,""cbLTC"":10.1,""cbXRP"":28.93,""cbBTC"":4.67,""WETH"":1.33,""cbETH"":7.38,""SOL"":17.89,""AERO"":0.69,""LBTC"":0.04,""deSPXA"":0.43,""cUSDO"":0,""JitoSOL"":0,""wsrUSD"":0}"
2026-06-09,50,EURE-AAVEUSDC,balancer v3,Arbitrum,$1.18m,1176843,4.42007,4.42007,0,,,3.68182,,,1176843,,,,
2026-06-09,51,GHO,fluid lending,Arbitrum,$2.77m,2770612,4.36,4.36,,,,6.64652,,,2770612,,,,
2026-06-09,52,USDT,folks finance xchain,Polygon,$1.09m,1091217,4.316,4.316,0,,,4.49529,,,1091217,,,,
2026-06-09,53,SUSDAI-USDC,curve dex,Arbitrum,$1.80m,1800342,4.31,4.31,0,,,4.14701,,,1800342,,,,
2026-06-09,54,GTUSDA,gauntlet,Base,$69.24m,69241516,4.30663,4.30663,,4.92085,,4.30231,,,69241516,,,,
2026-06-09,55,USDC,yearn finance,Base,$1.72m,1720777,4.27199,4.27199,0,,,67.50817,,,1720777,,,,
2026-06-09,56,USDC,mortgagefi,Base,$611.0k,611015,4.24,4.24,,,,5.12793,,,611015,,,,
2026-06-09,57,GTUSDCC,morpho blue,Arbitrum,$3.36m,3358683,4.15472,4.15472,0,,,4.16725,,,3358683,,,,
2026-06-09,58,YCSUSDC,morpho blue,Base,$553.9k,553870.4238353687,4.3119,4.3119,0,,,5.21819,,,553870.4238353687,,497467.35,0,"{""cbXRP"":21.56,""cbADA"":27.61,""cbETH"":0.36,""cbDOGE"":33.5,""cbLTC"":11.83,""cbBTC"":1.85,""mBASIS"":3.26}"
2026-06-09,59,USDC,beefy,Base,$1.99m,1990697,4.07514,4.07514,,,,5.08876,,,1990697,,,,
2026-06-09,60,USDY,toros,Base,$881.5k,881522,4.05,4.05,,,,3.6876,,,881522,,,,
2026-06-09,61,RWAUSDI,multipli.fi,Base,$123.82m,123817261,3.888,3.888,,,,3.888,,,123817261,,,,
2026-06-09,62,EDGEUSDC,morpho blue,Base,$633.0k,633006.4566529253,3.8055,3.8055,0,,,6.53854,,,633006.4566529253,,195934.79,1.71,"{""wstETH"":21.07,""mBASIS"":1.52,""uniBTC"":77.4}"
2026-06-09,63,GTUSDCP,morpho blue,Base,$440.35m,440351587.118087,3.977,3.977,0,,,4.37338,,,440351587.118087,,176526672.93,0.44,"{""cbBTC"":94.33,""wstETH"":0.1,""WETH"":4.71,""cbETH"":0.86}"
2026-06-09,64,PUSDC,morpho blue,Base,$30.12m,30120441,3.84912,3.84912,0,,,4.37099,,,30120441,,,,
2026-06-09,65,FRUSDC,morpho blue,Base,$23.87m,23868722,3.84678,3.84678,0,,,4.37236,,,23868722,,,,
2026-06-09,66,STEAKUSDC,morpho blue,Base,$335.22m,335215565.1835918,3.977,3.977,0,,,4.37278,,,335215565.1835918,,176228615.08,0.03,"{""cbBTC"":93.93,""WETH"":5.78,""cbETH"":0.26,""wstETH"":0.03}"
2026-06-09,67,STEAKUSDC,morpho blue,Base,$335.22m,335215565.1835918,3.977,3.977,0,,,4.39481,,,335215565.1835918,,176228615.08,0.03,"{""cbBTC"":93.93,""WETH"":5.78,""cbETH"":0.26,""wstETH"":0.03}"
2026-06-09,68,GTUSDCP,morpho blue,Base,$440.35m,440351587.118087,3.977,3.977,0,,,4.39654,,,440351587.118087,,176526672.93,0.44,"{""cbBTC"":94.33,""wstETH"":0.1,""WETH"":4.71,""cbETH"":0.86}"
2026-06-09,69,USDC,dolomite,Arbitrum,$1.62m,1623428,3.77439,3.77439,,,,4.21699,,,1623428,,,,
2026-06-09,70,GTUSDCP,morpho blue,Arbitrum,$1.01m,1006759,3.73055,3.73055,0,,,4.10138,,,1006759,,,,
2026-06-09,71,COMPUSDC,morpho blue,Polygon,$1.26m,1256065,3.70967,3.70967,0,,,3.00806,,,1256065,,,,
2026-06-09,72,USDC,termmax,Base,$1.25m,1246875,3.69329,3.69329,,,,4.12473,,,1246875,,,,
2026-06-09,73,USDC,fusion by ipor,Base,$850.6k,850641,3.6758,3.6758,0,,,1.20688,,,850641,,,,
2026-06-09,74,USDC,yo protocol,Base,$12.40m,12396247,3.63852,3.63852,,,,4.1466,,,12396247,,,,
2026-06-09,75,USDC,yo protocol,Arbitrum,$566.7k,566717,3.63852,3.63852,,,,4.14523,,,566717,,,,
2026-06-09,76,USDC,yearn finance,Base,$963.1k,963119,3.61971,3.61971,0,,,2.05073,,,963119,,,,
2026-06-09,77,SUSDS,sky lending,Arbitrum,$359.31m,359310262,3.6,3.6,,,,3.62714,,,359310262,,,,
2026-06-09,78,USDS,spark savings,Arbitrum,$359.31m,359310262,3.6,3.6,,,,3.62698,,,359310262,,,,
2026-06-09,79,USDS,spark savings,Base,$222.84m,222838701,3.6,3.6,,,,3.62698,,,222838701,,,,
2026-06-09,80,USDY,ondo yield assets,Arbitrum,$5.60m,5603515,3.55,3.55,,3.55,,3.55,,,5603515,,,,
2026-06-09,81,BUIDL,blackrock buidl,Polygon,$14.18m,14182581,3.51772,3.51772,,,,3.52462,,,14182581,,,,
2026-06-09,82,SPARKUSDC,morpho blue,Base,$7.81m,7806865.594882543,3.5657,3.5657,0,,,3.93376,,,7806865.594882543,,7806865.59,0.39,"{""cbBTC"":0.5,""WETH"":99.5}"
2026-06-09,83,GTUSDCC,morpho blue,Base,$1.93m,1926664.7484359066,3.5749,3.5749,0,,,3.93936,,,1926664.7484359066,,1878922.36,0,"{""wstETH"":0,""cbETH"":26.37,""WETH"":0,""cbBTC"":70.78,""weETH"":0.71,""LBTC"":2.13}"
2026-06-09,84,AAVEUSDC-AAVEGHO,balancer v3,Base,$517.2k,517226,3.30293,3.30293,0,,,5.09631,,,517226,,,,
2026-06-09,85,USDC,lazy summer protocol,Base,$1.40m,1400097,3.28415,2.59797,0.68618,2.90936,,3.82106,,,1400097,,,,
2026-06-09,86,USDC,compound v3,Base,$888.8k,888798,3.22835,3.22835,0,,,4.34581,,,888798,,,,
2026-06-09,87,BUIDL,blackrock buidl,Arbitrum,$25.56m,25556789,3.20774,3.20774,,,,3.21493,,,25556789,,,,
2026-06-09,88,USDC,aave v3,Base,$28.92m,28921447,3.1734,3.1734,,,,3.13442,,,28921447,,29188095.502485,83.32,
2026-06-09,89,STEAKUSDC,morpho blue,Base,$335.22m,335215565.1835918,3.977,3.977,0.25,,,3.6012,,,335215565.1835918,,176228615.08,0.03,"{""cbBTC"":93.93,""WETH"":5.78,""cbETH"":0.26,""wstETH"":0.03}"
2026-06-09,90,NUSD₮0,native credit pool,Arbitrum,$1.12m,1124225,2.953,2.953,,,,2.86601,,,1124225,,,,
2026-06-09,91,USDC,aave v3,Polygon,$674.8k,674778,2.94231,2.94231,,,,2.92754,,,674778,,,,
2026-06-09,92,USDC,aave v3,Polygon,$11.83m,11833634,2.89714,2.89714,,,,3.14243,,,11833634,,,,
2026-06-09,93,GAMISUSDC,gami labs,Base,$2.77m,2770273,2.8595,2.8595,,1.027,,2.96699,,,2770273,,,,
2026-06-09,94,BITGETUSDT0,morpho blue,Arbitrum,$10.86m,10860762,2.76982,2.76982,0,,,2.60723,,,10860762,,,,
2026-06-09,95,USDT0,aave v3,Polygon,$12.46m,12464348,2.76402,2.76402,,,,2.93643,,,12464348,,,,
2026-06-09,96,USDC,compound v3,Arbitrum,$3.77m,3773268,2.73561,2.73561,0,,,2.59353,,,3773268,,,,
2026-06-09,97,USDC,yearn finance,Base,$663.0k,663024,2.73287,2.73287,0,,,2.29438,,,663024,,,,
2026-06-09,98,MWEURC,morpho blue,Base,$1.39m,1389142,2.7226,1.74631,0.97628,,,2.38815,,,1389142,,,,
2026-06-09,99,USDC,woofi earn,Arbitrum,$708.9k,708916,2.64659,2.64659,0,,,2.47675,,,708916,,,,
2026-06-09,100,MSUSD-USDC,aerodrome slipstream,Base,$19.98m,19980765,2.54153,0.94722,1.59432,6.16196,,4.74921,,,19980765,,,,
2026-06-09,101,USDC,Revert Lend,Base,$2.31m,2312646.679367,3.6882994506148403,3.6882994506148403,,,,,,,2312646.679367,,1016357.673942,,
2026-06-09,102,baseUSD,Tokemak,Base,$6.61m,6606634.900188,9.992227234882867,9.992227234882867,,,,,,,6606634.900188,,,,
2026-06-09,103,ottoUSD,Tokemak,Base,$496,496.477802,7.486971298604916,7.486971298604916,,,,,,,496.477802,,,,
2026-06-09,104,40 Acres,Harvest Finance,Base,$7.67m,7667433.053478,13.754274400552124,13.754274400552124,,,,,,,7667433.053478,,,,
2026-06-09,105,USDC,AlphaGrowth,Base,$645.9k,645920.7615360001,4.548008676121729,4.548008676121729,,,,,,,645920.7615360001,,226301.07744,,
2026-06-09,106,yoVaultUSD,Yo,Base,$12.39m,12387304.207943,4.253595727882731,4.253595727882731,,,,,,,12387304.207943,,,,
2026-06-09,107,ymvOG-USDC,Morpho,Base,$2.15m,2145527.979492692,4.4942,4.4942,,,,,,,2145527.979492692,,2145527.98,0.19,"{""YFI"":0.22,""cbLTC"":0.83,""cbXRP"":86.79,""superOETHb"":0.45,""cbDOGE"":5.46,""cbBTC"":6.26}"
2026-06-09,108,CSUSDC,Morpho,Base,$2.36m,2355109.5606818455,3.2578,3.2578,,,,,,,2355109.5606818455,,1754310.81,0,"{""yoUSD"":32.15,""cbETH"":7.01,""WETH"":7.16,""superOETHb"":0.17,""cbBTC"":51.42}"
2026-06-09,109,CSBORUSDC,Morpho,Base,$539,538.9032274564098,3.9098,3.9098,,,,,,,538.9032274564098,,538.9,0,"{""cbBTC"":43.04,""WETH"":56.96}"
2026-06-10,1,USDC-USDT,aerodrome slipstream,Base,$1.23m,1232063,44.23596,40.96266,3.27331,22.91143,,20.88381,,,1232063,,,,
2026-06-10,2,EURC-USDC,aerodrome slipstream,Base,$2.87m,2867648,34.86679,28.44187,6.42493,23.66654,,26.25846,,,2867648,,,,
2026-06-10,3,USDC,gains network,Arbitrum,$5.50m,5503347,20.71196,20.71196,,,,8.66096,,,5503347,,,,
2026-06-10,4,USDC,sprinter,Base,$2.96m,2963259,16.65825,16.65825,,,,16.65825,,,2963259,,,,
2026-06-10,5,APXUSD,pendle,Base,$3.25m,3252653,13.47414,13.47414,,,,13.23598,,,3252653,,,,
2026-06-10,6,SUSDAI,pendle,Arbitrum,$8.21m,8208749,10.31391,10.31391,,,,9.72501,,,8208749,,,,
2026-06-10,7,MIM-USDC,beefy,Arbitrum,$1.29m,1291637,10.18631,10.18631,,,,11.95709,,,1291637,,,,
2026-06-10,8,ALUSD-USDC,curve dex,Arbitrum,$632.9k,632895,9.9702,0,9.9702,,,8.20476,,,632895,,,,
2026-06-10,9,ALUSD-USDC,stake dao,Arbitrum,$628.8k,628818,9.96951,0.06,9.90951,,,8.22266,,,628818,,,,
2026-06-10,10,SUSDAI,pendle,Arbitrum,$10.98m,10983824,9.88001,9.88001,,,,9.61358,,,10983824,,,,
2026-06-10,11,USDC,yieldseeker,Base,$1.96m,1961662,9.159,9.159,,,,9.18383,,,1961662,,,,
2026-06-10,12,USDT,zerobase cedefi,Arbitrum,$7.62m,7617201,9,7,2,,,9,,,7617201,,,,
2026-06-10,13,USDC,zerobase cedefi,Arbitrum,$786.4k,786444,9,7,2,,,9,,,786444,,,,
2026-06-10,14,ZVUSDC,zircuit finance,Base,$1.50m,1504230,8.90485,8.90485,,,,8.73366,,,1504230,,,,
2026-06-10,15,SUSDAI,pendle,Arbitrum,$8.21m,8208749,8.59738,8.47196,0.12543,,,7.98946,,,8208749,,,,
2026-06-10,16,SUSDAI,pendle,Arbitrum,$10.98m,10983824,8.53037,8.3505,0.17987,,,8.11146,,,10983824,,,,
2026-06-10,17,MIM-USDT0,beefy,Arbitrum,$1.01m,1008007,8.46709,8.46709,,,,10.15746,,,1008007,,,,
2026-06-10,18,USDC,avantis,Base,$36.16m,36156304,8.29381,8.29381,,,,10.43619,,,36156304,,36156350.580943,,
2026-06-10,19,MSUSD-USDC,extra finance leverage farming,Base,$970.0k,969954,8.28667,8.28667,,,,7.19191,,,969954,,,,
2026-06-10,20,USDC,autofinance,Base,$6.59m,6587673,8.07114,5.5115,2.55964,,,8.18651,,,6587673,,,,
2026-06-10,21,MSUSD-USDC,aerodrome v1,Base,$7.94m,7939639,7.97519,7.97519,7.97519,,,7.76245,,,7939639,,,,
2026-06-10,22,SUSDAI,usd ai,Arbitrum,$289.97m,289968907,7.95,7.95,,,,7.29628,,,289968907,,,,
2026-06-10,23,USDC,autofinance,Arbitrum,$825.3k,825331,7.92865,5.913,2.01565,,,7.58134,,,825331,,,,
2026-06-10,24,USDC,deltaprime,Arbitrum,$666.5k,666482,7.58528,7.58528,,,,8.28181,,,666482,,,,
2026-06-10,25,USDAI,pendle,Arbitrum,$35.25m,35252022,7.53612,7.53612,,,,6.90952,,,35252022,,,,
2026-06-10,26,MSUSD-USDC,beefy,Base,$651.3k,651317,7.49098,7.49098,,,,7.25516,,,651317,,,,
2026-06-10,27,USDC,harvest finance,Base,$1.86m,1863754,6.86,6.86,,,,9.1869,,,1863754,,,,
2026-06-10,28,USDC,euler v2,Base,$1.11m,1105821,6.85675,0,6.85675,,,2.96245,,,1105821,,,,
2026-06-10,29,USDC,extra finance leverage farming,Base,$3.41m,3412596,6.78632,6.78632,,,,6.37308,,,3412596,,,,
2026-06-10,30,SUPERUSDC,superform,Base,$2.78m,2777364,6.68635,4.026,2.66035,,,9.23048,,,2777364,,,,
2026-06-10,31,USDC,gains network,Base,$2.19m,2190563,6.50641,6.50641,,,,3.75711,,,2190563,,,,
2026-06-10,32,USDC-USDT,uniswap v3,Arbitrum,$2.52m,2516959,6.27138,6.27138,,7.09509,,4.97836,,,2516959,,,,
2026-06-10,33,MSUSD-USDC,aerodrome slipstream,Base,$20.12m,20123291,6.25283,4.69696,1.55586,6.30411,,4.77422,,,20123291,,,,
2026-06-10,34,APXUSD,pendle,Base,$3.25m,3252653,6.11986,5.88334,0.23652,,,6.42275,,,3252653,,,,
2026-06-10,35,USDC,harvest finance,Base,$563.2k,563194,6.09,6.09,,,,5.72507,,,563194,,,,
2026-06-10,36,GHO,fluid lending,Arbitrum,$2.59m,2592036,5.78,5.78,,,,6.66028,,,2592036,,,,
2026-06-10,37,USDC,ample,Base,$4.31m,4314503,5.58574,5.58574,,,,4.82173,,,4314503,,,,
2026-06-10,38,USDC,harmonix finance,Arbitrum,$630.5k,630455,5.57516,5.57516,0,,,5.60715,,,630455,,,,
2026-06-10,39,DTUSDC,lagoon,Base,$649.4k,649369,5.51246,5.51246,,,,5.81342,,,649369,,,,
2026-06-10,40,USDC,harvest finance,Base,$920.8k,920790,5.25,5.25,,,,5.15197,,,920790,,,,
2026-06-10,41,USDC,moonwell lending,Base,$1.54m,1542748,5.21884,4.14781,1.07104,,,6.61275,,,1542748,,,,
2026-06-10,42,MWUSDC,morpho blue,Base,$74.9k,74907.25274727304,5.5136,5.5136,0.89729,,,5.40658,,,74907.25274727304,,17337.31,3.57,"{""stkWELL"":87.24,""MAMO"":0,""WELL"":12.76}"
2026-06-10,43,USDC,fluid lending,Arbitrum,$39.00m,39001484,4.99,4.99,,,,5.65905,,,39001484,,,,
2026-06-10,44,SUSDAI-USDC,curve dex,Arbitrum,$1.80m,1799881,4.89,4.89,0,,,4.17073,,,1799881,,,,
2026-06-10,45,USDC,fusion by ipor,Base,$920.8k,920771,4.86191,4.86191,0,,,5.18082,,,920771,,,,
2026-06-10,46,USDC,fluid lending,Base,$9.24m,9241877,4.82,4.82,,,,5.42545,,,9241877,,1.89873,,
2026-06-10,47,GTUSDCF,morpho blue,Base,$146.0k,146020.5806653015,4.0756,4.0756,0,,,5.32849,,,146020.5806653015,,146020.58,0,"{""SOL"":0.04,""Unknown"":0,""cbBTC"":0.05,""cbETH"":99.91}"
2026-06-10,48,BBQUSDC,morpho blue,Base,$3.74m,3736952.0045417394,4.7986,4.7986,0,,,5.66478,,,3736952.0045417394,,2505800.99,0,"{""cUSDO"":0,""JitoSOL"":0,""wsrUSD"":0,""cbETH"":3.56,""SOL"":20.74,""cbDOGE"":11.08,""cbADA"":3.49,""PT-USDai-18JUN2026-(ARB)"":11.9,""cbLTC"":9.88,""cbXRP"":38.24,""AERO"":0.66,""deSPXA"":0.44,""LBTC"":0.01}"
2026-06-10,49,BBQUSDC,morpho blue,Base,$3.74m,3736952.0045417394,4.7986,4.7986,0,,,5.67037,,,3736952.0045417394,,2505800.99,0,"{""cUSDO"":0,""JitoSOL"":0,""wsrUSD"":0,""cbETH"":3.56,""SOL"":20.74,""cbDOGE"":11.08,""cbADA"":3.49,""PT-USDai-18JUN2026-(ARB)"":11.9,""cbLTC"":9.88,""cbXRP"":38.24,""AERO"":0.66,""deSPXA"":0.44,""LBTC"":0.01}"
2026-06-10,50,USDC,centrifuge protocol,Base,$50.00m,50003637,4.49691,4.49691,,4.49691,,3.74564,,,50003637,,,,
2026-06-10,51,USDC,arcadia v2,Base,$733.3k,733302,4.4552,4.4552,,,,7.4623,,,733302,,,,
2026-06-10,52,GTUSDA,gauntlet,Base,$69.28m,69283339,4.36658,4.36658,,5.91191,,4.29283,,,69283339,,,,
2026-06-10,53,USDC,yearn finance,Base,$1.72m,1720666,4.33029,4.33029,0,,,61.85692,,,1720666,,,,
2026-06-10,54,YCSUSDC,morpho blue,Base,$532.9k,532914.9203043055,4.4142,4.4142,0,,,5.18648,,,532914.9203043055,,459770.63,0,"{""cbXRP"":22.42,""cbADA"":28.71,""cbETH"":0.38,""cbDOGE"":34.83,""cbLTC"":12.3,""cbBTC"":0.48,""mBASIS"":0.86}"
2026-06-10,55,USDT,folks finance xchain,Polygon,$1.09m,1090905,4.316,4.316,0,,,4.48609,,,1090905,,,,
2026-06-10,56,USDC,beefy,Base,$2.00m,2003412,4.28368,4.28368,,,,5.06306,,,2003412,,,,
2026-06-10,57,USDY,toros,Base,$881.7k,881710,4.24,4.24,,,,3.67549,,,881710,,,,
2026-06-10,58,BBQUSDC,morpho blue,Arbitrum,$3.74m,3736952.0045417394,4.7986,4.7986,0,,,4.43193,,,3736952.0045417394,,2505800.99,0,"{""cUSDO"":0,""JitoSOL"":0,""wsrUSD"":0,""cbETH"":3.56,""SOL"":20.74,""cbDOGE"":11.08,""cbADA"":3.49,""PT-USDai-18JUN2026-(ARB)"":11.9,""cbLTC"":9.88,""cbXRP"":38.24,""AERO"":0.66,""deSPXA"":0.44,""LBTC"":0.01}"
2026-06-10,59,USDC,mortgagefi,Base,$599.4k,599367,4.08,4.08,,,,5.0685,,,599367,,,,
